name,name_2,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Concetta Scaravaglione   ,Concetta Scaravaglione,en.wikipedia.org,https://en.wikipedia.org/wiki/Concetta_Scaravaglione,1,4085,4085,FALSE,FALSE,57,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Concetta_Scaravaglione,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Patrick,Earl,Hammie,,,
Collier Schorr   ,Collier Schorr,en.wikipedia.org,https://en.wikipedia.org/wiki/Collier_Schorr,12,25800,25788,FALSE,FALSE,7878,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-23&end=2099-01-01&project=en.wikipedia.org&pages=Collier_Schorr,"University_of_Connecticut,_Storrs/UConn_Art_and_Feminism_Wiki_Edit-a-thon_2018_(Wed_4_April_2018)",,,,,,,,Patssi,Valdez,,,,
Colleen O'Neill   ,Colleen O'Neill,en.wikipedia.org,https://en.wikipedia.org/wiki/Colleen_O'Neill,1,1124,1124,TRUE,TRUE,79,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Colleen_O'Neill,Grenfell_Campus_-_Memorial_University/A_and_F_Grenfell_Corner_Brook,,,,,,,,Patsy,Cline,,,,
Colleen Heslin   ,Colleen Heslin,en.wikipedia.org,https://en.wikipedia.org/wiki/Colleen_Heslin,2,305,301,FALSE,FALSE,655,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Colleen_Heslin,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Patti,Warashina,,,,
Colin Kaepernick   ,Colin Kaepernick,en.wikipedia.org,https://en.wikipedia.org/wiki/Colin_Kaepernick,1,96,96,FALSE,FALSE,95521,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-04&end=2099-01-01&project=en.wikipedia.org&pages=Colin_Kaepernick,CUNY/AF_TtT,,,,,,,,Patty,Chang,,,,
Coco Fusco   ,Coco Fusco,en.wikipedia.org,https://en.wikipedia.org/wiki/Coco_Fusco,1,109,109,FALSE,FALSE,51683,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Coco_Fusco,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Paul,F.,Keene,Jr.,,
Clinton and Russell  ,Clinton and Russell,en.wikipedia.org,https://en.wikipedia.org/wiki/Clinton_and_Russell,1,1,1,FALSE,FALSE,519,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Clinton_and_Russell,Museum_of_the_City_of_New_York/Beyond_Suffrage_Wikipedia_Edit-a-thon,,,,,,,,Paul,Hilario,,,,
Clifford Owens   ,Clifford Owens,en.wikipedia.org,https://en.wikipedia.org/wiki/Clifford_Owens,1,36,36,FALSE,FALSE,1316,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-22&end=2099-01-01&project=en.wikipedia.org&pages=Clifford_Owens,"The_Menil_Collection/Houston_Menil_ArtAndFeminism_2018_(February_22,_2018_from_12-7pm)",,,,,,,,Paul,Kihara,Kariuki,,,
Clementine Hunter   ,Clementine Hunter,en.wikipedia.org,https://en.wikipedia.org/wiki/Clementine_Hunter,1,504,504,FALSE,FALSE,1592,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Clementine_Hunter,ASU/ASU_School_of_Art_AF_2018_(2018),,,,,,,,Paul,W.,Shafer,,,
Claudy Jongstra   ,Claudy Jongstra,en.wikipedia.org,https://en.wikipedia.org/wiki/Claudy_Jongstra,4,3126,3056,TRUE,FALSE,110,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Claudy_Jongstra,SFMOMA/SF_SFMOMA_ArtAndFeminism_2018,,,,,,,,Paul,Wolters,,,,
Claudia Rowe   ,Claudia Rowe,en.wikipedia.org,https://en.wikipedia.org/wiki/Claudia_Rowe,1,264,264,FALSE,FALSE,238,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Claudia_Rowe,University_of_New_Hampshire/UNH_Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Paula,J.,Bates,,,
Claudia Hart   ,Claudia Hart,en.wikipedia.org,https://en.wikipedia.org/wiki/Claudia_Hart,1,586,586,FALSE,FALSE,1117,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-28&end=2099-01-01&project=en.wikipedia.org&pages=Claudia_Hart,Purdue_University/Purdue_Art_and_Feminism,,,,,,,,Paula,Murray,,,,
Claudia Andujar   ,Claudia Andujar,en.wikipedia.org,https://en.wikipedia.org/wiki/Claudia_Andujar,1,108,108,FALSE,FALSE,4094,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Claudia_Andujar,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Paula,Nicho,Cumez,,,
Claude Cahun   ,Claude Cahun,en.wikipedia.org,https://en.wikipedia.org/wiki/Claude_Cahun,7,145,-222,FALSE,FALSE,50509,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Claude_Cahun,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Paula,Scher,,,,
Clarivel ruiz   ,Clarivel ruiz,en.wikipedia.org,https://en.wikipedia.org/wiki/Clarivel_ruiz,2,4063,4063,TRUE,TRUE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Clarivel_ruiz,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Paula,Wilson,,,,
Clarissa Sligh   ,Clarissa Sligh,en.wikipedia.org,https://en.wikipedia.org/wiki/Clarissa_Sligh,1,54,54,FALSE,FALSE,1532,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Clarissa_Sligh,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Pauleus,Vital,,,,
Clarion Chukwura   ,Clarion Chukwura,en.wikipedia.org,https://en.wikipedia.org/wiki/Clarion_Chukwura,2,265,265,FALSE,FALSE,1823,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Clarion_Chukwura,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Paulina,Oduro,,,,
Clarice McLean   ,Clarice McLean,en.wikipedia.org,https://en.wikipedia.org/wiki/Clarice_McLean,3,566,566,FALSE,FALSE,108,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Clarice_McLean,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Pauline,Boty,,,,
Clare Azzopardi   ,Clare Azzopardi,en.wikipedia.org,https://en.wikipedia.org/wiki/Clare_Azzopardi,10,5439,3992,FALSE,FALSE,1242,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Clare_Azzopardi,Blitz/Art_and_Feminism_Valletta,,,,,,,,Peach,Mag,,,,
Clare Abbott (artist)  ,Clare Abbott (artist),en.wikipedia.org,https://en.wikipedia.org/wiki/Clare_Abbott_(artist),1,1,1,FALSE,FALSE,161,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-28&end=2099-01-01&project=en.wikipedia.org&pages=Clare_Abbott_(artist),SU/Spalding_AF18,,,,,,,,Pearl,Esua-Mensah,,,,
Clara Southern   ,Clara Southern,en.wikipedia.org,https://en.wikipedia.org/wiki/Clara_Southern,1,1019,1019,FALSE,FALSE,153,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Clara_Southern,LWAG/Perth_LWAG_Art_and_Feminism_2018_(Saturday_17_March_2018),,,,,,,,Pearl,Lam,,,,
Clara Seley   ,Clara Seley,en.wikipedia.org,https://en.wikipedia.org/wiki/Clara_Seley,1,398,398,FALSE,FALSE,509,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Clara_Seley,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Peg,Kehret,,,,
Clara Mairs   ,Clara Mairs,en.wikipedia.org,https://en.wikipedia.org/wiki/Clara_Mairs,1,52,52,FALSE,FALSE,707,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Clara_Mairs,University_of_Minnesota/U_of_M_Libraries_ArtAndFeminism_2018,,,,,,,,Peggy,Antrobus,,,,
Clara de Hirsch  ,Clara de Hirsch,en.wikipedia.org,https://en.wikipedia.org/wiki/Clara_de_Hirsch,1,207,207,FALSE,FALSE,119,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-03&end=2099-01-01&project=en.wikipedia.org&pages=Clara_de_Hirsch,Nathan_Cummings_Foundation/Truth-a-Thon,,,,,,,,Peggy,Cooper,Cafritz,,,
Clara Chu   ,Clara Chu,en.wikipedia.org,https://en.wikipedia.org/wiki/Clara_Chu,2,2186,2186,TRUE,FALSE,543,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Clara_Chu,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Peggy,Fortnum,,,,
Claire Holt (art historian) ,Claire Holt (art historian),en.wikipedia.org,https://en.wikipedia.org/wiki/Claire_Holt_(art_historian),3,1287,1287,FALSE,FALSE,191,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Claire_Holt_(art_historian),Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Peggy,Orenstein,,,,
Claire Bishop   ,Claire Bishop,en.wikipedia.org,https://en.wikipedia.org/wiki/Claire_Bishop,2,1203,1203,FALSE,FALSE,747,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Claire_Bishop,"Index,_Stockholm/School_in_Common_Wikipedia_edit-a-thon",,,,,,,,Pegi,Nicol,MacLeod,,,
Claire Barclay   ,Claire Barclay,en.wikipedia.org,https://en.wikipedia.org/wiki/Claire_Barclay,1,2304,2304,FALSE,FALSE,1238,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-10&end=2099-01-01&project=en.wikipedia.org&pages=Claire_Barclay,Glasgow_Print_Studio/Graphic_Impact,,,,,,,,Pennerton,West,,,,
Cindy Shih   ,Cindy Shih,en.wikipedia.org,https://en.wikipedia.org/wiki/Cindy_Shih,4,3806,3799,TRUE,FALSE,364,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Cindy_Shih,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Penny,Budoff,,,,
Cindy Sherman   ,Cindy Sherman,en.wikipedia.org,https://en.wikipedia.org/wiki/Cindy_Sherman,1,0,-74,FALSE,FALSE,215884,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Cindy_Sherman,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Penny,Martin,,,,
Cilia Sawadogo   ,Cilia Sawadogo,en.wikipedia.org,https://en.wikipedia.org/wiki/Cilia_Sawadogo,1,2902,2902,TRUE,FALSE,88,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Cilia_Sawadogo,Wikipedia_Connection/Art_and_Feminism_2018_at_Ohio_State,,,,,,,,Persimmon,Blackbridge,,,,
Chu Teh-Chun   ,Chu Teh-Chun,en.wikipedia.org,https://en.wikipedia.org/wiki/Chu_Teh-Chun,1,2164,2164,FALSE,FALSE,269,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-13&end=2099-01-01&project=en.wikipedia.org&pages=Chu_Teh-Chun,Maryland_Institute_College_of_Art/Art_and_Feminism_MICA,,,,,,,,Peter,Dreher,,,,
Christy Hui   ,Christy Hui,en.wikipedia.org,https://en.wikipedia.org/wiki/Christy_Hui,2,3062,3062,FALSE,FALSE,2013,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Christy_Hui,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Peter,Halley,,,,
Christy Essien-Igbokwe   ,Christy Essien-Igbokwe,en.wikipedia.org,https://en.wikipedia.org/wiki/Christy_Essien-Igbokwe,1,0,-85,FALSE,FALSE,21900,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Christy_Essien-Igbokwe,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Peter,Sunde,,,,
Christine McHorse   ,Christine McHorse,en.wikipedia.org,https://en.wikipedia.org/wiki/Christine_McHorse,1,554,554,FALSE,FALSE,252,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Christine_McHorse,"Yale_University/Yale_ArtAndFeminism_2018_(Friday,_April_6,_2018)",,,,,,,,Philip,Zaleski,,,,
Christine Ballengee-Morris   ,Christine Ballengee-Morris,en.wikipedia.org,https://en.wikipedia.org/wiki/Christine_Ballengee-Morris,1,1073,1073,TRUE,FALSE,314,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Christine_Ballengee-Morris,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Philis,Alvic,,,,
Christina Stojanova   ,Christina Stojanova,en.wikipedia.org,https://en.wikipedia.org/wiki/Christina_Stojanova,1,0,-52,FALSE,FALSE,40,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-05&end=2099-01-01&project=en.wikipedia.org&pages=Christina_Stojanova,University_of_Regina/University_of_Regina_ArtAndFeminism2018,,,,,,,,Phoebe,Amelia,Watson,,,
Christina Knight   ,Christina Knight,en.wikipedia.org,https://en.wikipedia.org/wiki/Christina_Knight,5,6313,6233,FALSE,FALSE,1348,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Christina_Knight,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Phumzile,Mlambo-Ngcuka,,,,
Christina Battle   ,Christina Battle,en.wikipedia.org,https://en.wikipedia.org/wiki/Christina_Battle,2,13137,13137,TRUE,FALSE,322,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Christina_Battle,Artexte_MACM/Montreal_Artexte_ArtAndFeminism2018,,,,,,,,Pierrot,Barra,,,,
Christina Angelina   ,Christina Angelina,en.wikipedia.org,https://en.wikipedia.org/wiki/Christina_Angelina,1,145,145,FALSE,FALSE,1522,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=Christina_Angelina,San_Jose_State_University_Library/Art_and_Feminism_2018_Edit-a-Thon_at_King_Library,,,,,,,,Pipilotti,Rist,,,,
Christian Tümpel   ,Christian Tümpel,en.wikipedia.org,https://en.wikipedia.org/wiki/Christian_Tümpel,1,0,-12,FALSE,FALSE,80,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Christian_Tümpel,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Po-Shen,Loh,,,,
Christi Belcourt   ,Christi Belcourt,en.wikipedia.org,https://en.wikipedia.org/wiki/Christi_Belcourt,2,0,-399,FALSE,FALSE,1506,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Christi_Belcourt,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Pola,Weiss,,,,
Christen Clifford   ,Christen Clifford,en.wikipedia.org,https://en.wikipedia.org/wiki/Christen_Clifford,8,6750,6691,TRUE,TRUE,50,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Christen_Clifford,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Polly,Allen,Mellen,,,
Chrissy Metz   ,Chrissy Metz,en.wikipedia.org,https://en.wikipedia.org/wiki/Chrissy_Metz,1,0,0,FALSE,FALSE,71049,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Chrissy_Metz,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Polly,Morgan,,,,
Chris Ware   ,Chris Ware,en.wikipedia.org,https://en.wikipedia.org/wiki/Chris_Ware,1,63,63,FALSE,FALSE,25066,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Chris_Ware,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Portia,Munson,,,,
Chris Ofili   ,Chris Ofili,en.wikipedia.org,https://en.wikipedia.org/wiki/Chris_Ofili,1,22,22,FALSE,FALSE,3205,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Chris_Ofili,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Princess,Fahrelnissa,Zeid,,,
Chris Ngige   ,Chris Ngige,en.wikipedia.org,https://en.wikipedia.org/wiki/Chris_Ngige,2,29,29,FALSE,FALSE,27478,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chris_Ngige,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Pryde,Brown,,,,
Chloë Bass   ,Chloë Bass,en.wikipedia.org,https://en.wikipedia.org/wiki/Chloë_Bass,7,512,-41,FALSE,FALSE,1275,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Chloë_Bass,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Pullanviduthi,,,,,
Chitra Ganesh   ,Chitra Ganesh,en.wikipedia.org,https://en.wikipedia.org/wiki/Chitra_Ganesh,1,63,63,FALSE,FALSE,4094,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Chitra_Ganesh,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Qaunak,Mikkigak,,,,
Chioma Chukwuka   ,Chioma Chukwuka,en.wikipedia.org,https://en.wikipedia.org/wiki/Chioma_Chukwuka,1,0,-2,FALSE,FALSE,3533,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chioma_Chukwuka,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Queen,Latifah,,,,
Chioma Ajunwa   ,Chioma Ajunwa,en.wikipedia.org,https://en.wikipedia.org/wiki/Chioma_Ajunwa,2,1,1,FALSE,FALSE,1148,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chioma_Ajunwa,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Queen,Nwokoye,,,,
Chinyere Kalu   ,Chinyere Kalu,en.wikipedia.org,https://en.wikipedia.org/wiki/Chinyere_Kalu,1,0,-1,FALSE,FALSE,317,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chinyere_Kalu,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,R.,H.,Quaytman,,,
Chinwe Nwogo Ezeani  ,Chinwe Nwogo Ezeani,en.wikipedia.org,https://en.wikipedia.org/wiki/Chinwe_Nwogo_Ezeani,5,7406,7398,TRUE,FALSE,502,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chinwe_Nwogo_Ezeani,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Rachel,bas-Cohain,,,,
Chinwe Ezeani nwogo  ,Chinwe Ezeani nwogo,en.wikipedia.org,https://en.wikipedia.org/wiki/Chinwe_Ezeani_nwogo,2,51,51,TRUE,FALSE,1,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chinwe_Ezeani_nwogo,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Rachel,Blau,DuPlessis,,,
Ching Shih   ,Ching Shih,en.wikipedia.org,https://en.wikipedia.org/wiki/Ching_Shih,1,1823,1823,FALSE,FALSE,97843,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Ching_Shih,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Rachel,Blumberg,,,,
Chimamanda Ngozi Adichie  ,Chimamanda Ngozi Adichie,en.wikipedia.org,https://en.wikipedia.org/wiki/Chimamanda_Ngozi_Adichie,6,520,520,FALSE,FALSE,535097,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chimamanda_Ngozi_Adichie,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Rachel,Brown,(flautist),,,
Chika Unigwe   ,Chika Unigwe,en.wikipedia.org,https://en.wikipedia.org/wiki/Chika_Unigwe,5,1149,1148,FALSE,FALSE,6516,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chika_Unigwe,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Rachel,Hadas,,,,
Chika Ike   ,Chika Ike,en.wikipedia.org,https://en.wikipedia.org/wiki/Chika_Ike,2,81,81,FALSE,FALSE,2752,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Chika_Ike,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Rachel,Perry,,,,
Cheyanne turions   ,Cheyanne turions,en.wikipedia.org,https://en.wikipedia.org/wiki/Cheyanne_turions,7,3526,3487,TRUE,FALSE,134,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Cheyanne_turions,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Rachel,Perry,(artist),,,
Cheryl L'Hirondelle   ,Cheryl L'Hirondelle,en.wikipedia.org,https://en.wikipedia.org/wiki/Cheryl_L'Hirondelle,1,2,2,FALSE,FALSE,105,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-13&end=2099-01-01&project=en.wikipedia.org&pages=Cheryl_L'Hirondelle,Algoma_University/Algoma_Art_and_Feminism,,,,,,,,Rachel,Perry,Welty,,,
Cheri Gaulke   ,Cheri Gaulke,en.wikipedia.org,https://en.wikipedia.org/wiki/Cheri_Gaulke,1,1037,1037,FALSE,FALSE,70,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-16&end=2099-01-01&project=en.wikipedia.org&pages=Cheri_Gaulke,UD/Udel_ArtandFeminism_2018,,,,,,,,Rachel,Rossin,,,,
