Name,,List
Heide Rosendahl,Heide Rosendahl,List of Olympic medalists in athletics (women)
Heidi Burge,Heidi Burge,List of FIFA Women's World Cup goalscorers
Heidi Mohr,Heidi Mohr,List of FIFA Women's World Cup goalscorers
Heidi-Elke Gaugel,Heidi-Elke Gaugel,List of Olympic medalists in athletics (women)
Heike Drechsler,Heike Drechsler,List of Olympic medalists in athletics (women)
Heike Henkel,Heike Henkel,List of FIFA Women's World Cup goalscorers
Heike Schulte-Mattler,Heike Schulte-Mattler,List of Women's National Basketball Association players
Helen Alfredsson,Helen Alfredsson,List of Women's National Basketball Association players
Helen Darling,Helen Darling,List of Olympic medalists in athletics (women)
Helen Dettweiler,Helen Dettweiler,List of Olympic medalists in athletics (women)
Helen Dobson,Helen Dobson,List of female golfers
Helen Hellwig,Helen Hellwig,List of Olympic medalists in athletics (women)
Helen Hicks,Helen Hicks,List of female golfers
Helen Homans,Helen Homans,List of sportswomen
Helen Jacobs,Helen Jacobs,List of Women's National Basketball Association players
Helen Luz,Helen Luz,List of Women's National Basketball Association players
Helen Nilsson (footballer),Helen Nilsson (footballer),List of sportswomen
Helen Rice,Helen Rice,List of female golfers
Helen Stephens,Helen Stephens,List of Women's National Basketball Association players
Helen Stoumbos,Helen Stoumbos,List of Olympic medalists in athletics (women)
Helen Wadsworth,Helen Wadsworth,List of Olympic medalists in athletics (women)
Helen Wills Moody,Helen Wills Moody,List of Olympic medalists in athletics (women)
Helena Fibingerová,Helena Fibingerová,List of Women's National Basketball Association players
Helene Mayer,Helene Mayer,List of Olympic medalists in athletics (women)
Helga Klein,Helga Klein,List of Olympic medalists in athletics (women)
Helga Seidler,Helga Seidler,List of female golfers
Heli Rantanen,Heli Rantanen,List of Women's National Basketball Association players
Helle Jensen,Helle Jensen,Chronological list of women's Grand Slam tennis champions
Hellen Obiri,Hellen Obiri,List of female golfers
Henni Zuël,Henni Zuël,List of FIFA Women's World Cup goalscorers
Herma Bauma,Herma Bauma,List of sportswomen
Hestrie Cloete,Hestrie Cloete,List of FIFA Women's World Cup goalscorers
Hilary Lunke,Hilary Lunke,List of Olympic medalists in athletics (women)
Hilda Cameron,Hilda Cameron,List of Olympic medalists in athletics (women)
Hilda Strike,Hilda Strike,List of female kickboxers
Hilde Krahwinkel Sperling,Hilde Krahwinkel Sperling,List of FIFA Women's World Cup goalscorers
Hildegard Falck,Hildegard Falck,List of sportswomen
Hildrun Claus,Hildrun Claus,List of female golfers
Hiroko Yamanaka,Hiroko Yamanaka,Chronological list of women's Grand Slam tennis champions
Hiromi Ikeda,Hiromi Ikeda,List of Olympic medalists in athletics (women)
Hisae Watanabe,Hisae Watanabe,List of Women's National Basketball Association players
Hisako Higuchi,Hisako Higuchi,List of Women's National Basketball Association players
Hollis Stacy,Hollis Stacy,List of female golfers
Holly Clyburn,Holly Clyburn,List of female golfers
Holly Holm,Holly Holm,List of FIFA Women's World Cup goalscorers
Homare Sawa,Homare Sawa,List of Olympic medalists in athletics (women)
Hope Solo,Hope Solo,List of sportswomen
Hrysopiyí Devetzí,Hrysopiyí Devetzí,List of Olympic medalists in athletics (women)
Hrystyna Stuy,Hrystyna Stuy,List of Women's National Basketball Association players
Huang Zhihong,Huang Zhihong,List of female golfers
Hulya Sahin,Hulya Sahin,List of female golfers
Hyvin Kiyeng Jepkemoi,Hyvin Kiyeng Jepkemoi,List of Olympic medalists in athletics (women)
I.K. Kim,I.K. Kim,List of Olympic medalists in athletics (women)
Iben Tinning,Iben Tinning,List of Women's National Basketball Association players
Ibolya Csák,Ibolya Csák,List of female golfers
Iciss Tillis,Iciss Tillis,List of female golfers
Ifeanyi Chiejine,Ifeanyi Chiejine,Chronological list of women's Grand Slam tennis champions
Ify Ibekwe,Ify Ibekwe,List of sportswomen
Il-Mi Chung,Il-Mi Chung,Chronological list of women's Grand Slam tennis champions
Ilana Kloss,Ilana Kloss,List of Women's National Basketball Association players
Ilhee Lee,Ilhee Lee,List of FIFA Women's World Cup goalscorers
Ilke Wyludda,Ilke Wyludda,Chronological list of women's Grand Slam tennis champions
Ilona Gusenbauer,Ilona Gusenbauer,List of sportswomen
Ilona Korstin,Ilona Korstin,List of Olympic medalists in athletics (women)
Ilona Silai,Ilona Silai,List of FIFA Women's World Cup goalscorers
Ilona Slupianek,Ilona Slupianek,List of female golfers
Ilonka Elmont,Ilonka Elmont,Chronological list of women's Grand Slam tennis champions
Imani McGee-Stafford,Imani McGee-Stafford,List of Olympic medalists in athletics (women)
Ina Schäffer,Ina Schäffer,List of sportswomen
Inbee Park,Inbee Park,List of Olympic medalists in athletics (women)
Inese Jaunzeme,Inese Jaunzeme,List of Olympic medalists in athletics (women)
Inessa Kravets,Inessa Kravets,List of female golfers
Inga Gentzel,Inga Gentzel,List of Olympic medalists in athletics (women)
Inga Orekhova,Inga Orekhova,List of Olympic medalists in athletics (women)
Inge Bödding,Inge Bödding,List of Olympic medalists in athletics (women)
Inge de Bruijn,Inge de Bruijn,List of female golfers
Inge Helten,Inge Helten,List of Olympic medalists in athletics (women)
Inger Miller,Inger Miller,List of Olympic medalists in athletics (women)
Ingrid Auerswald,Ingrid Auerswald,List of female golfers
Ingrid Becker,Ingrid Becker,List of Olympic medalists in athletics (women)
Ingrid Johansson,Ingrid Johansson,List of Olympic medalists in athletics (women)
Ingrid Lotz,Ingrid Lotz,Chronological list of women's Grand Slam tennis champions
Inha Babakova,Inha Babakova,List of Olympic medalists in athletics (women)
Inka Grings,Inka Grings,List of Olympic medalists in athletics (women)
Inna Lasovskaya,Inna Lasovskaya,List of female kickboxers
Inta Kļimoviča,Inta Kļimoviča,List of FIFA Women's World Cup goalscorers
Ioamnet Quintero,Ioamnet Quintero,List of female golfers
Iolanda Balaș,Iolanda Balaș,List of female golfers
Ionela Târlea,Ionela Târlea,List of female golfers
Irena Szewińska,Irena Szewińska,List of sportswomen
Irina Beglyakova,Irina Beglyakova,List of Olympic medalists in athletics (women)
Irina Belova (heptathlete),Irina Belova (heptathlete),List of Olympic medalists in athletics (women)
Irina Grigorieva (footballer),Irina Grigorieva (footballer),List of Olympic medalists in athletics (women)
Irina Khabarova,Irina Khabarova,List of female kickboxers
Irina Khudoroshkina,Irina Khudoroshkina,List of Olympic medalists in athletics (women)
Irina Meleshina,Irina Meleshina,List of Olympic medalists in athletics (women)
Irina Nazarova,Irina Nazarova,List of Olympic medalists in athletics (women)
Irina Osipova,Irina Osipova,List of Olympic medalists in athletics (women)
Irina Press,Irina Press,List of Olympic medalists in athletics (women)
Irina Privalova,Irina Privalova,List of Women's National Basketball Association players
Irina Slutskaya,Irina Slutskaya,Chronological list of women's Grand Slam tennis champions
Iryna Lishchynska,Iryna Lishchynska,List of Olympic medalists in athletics (women)
Iryna Yatchenko,Iryna Yatchenko,List of Olympic medalists in athletics (women)
Isabel Sanchez,Isabel Sanchez,List of female golfers
Isabell Herlovsen,Isabell Herlovsen,List of sportswomen
Isabella Ochichi,Isabella Ochichi,List of female golfers
Isabelle Beisiegel,Isabelle Beisiegel,List of Olympic medalists in athletics (women)
Isabelle Daniels,Isabelle Daniels,List of Olympic medalists in athletics (women)
Isabelle Fijalkowski,Isabelle Fijalkowski,List of sportswomen
Isabelle Harrison,Isabelle Harrison,List of Women's National Basketball Association players
Isabelle Lendl,Isabelle Lendl,List of FIFA Women's World Cup goalscorers
Itoro Umoh-Coleman,Itoro Umoh-Coleman,List of female golfers
Iva Majoli,Iva Majoli,List of Olympic medalists in athletics (women)
Ivana Španović,Ivana Španović,List of Olympic medalists in athletics (women)
Ivanka Khristova,Ivanka Khristova,List of Olympic medalists in athletics (women)
Ivory Latta,Ivory Latta,List of Olympic medalists in athletics (women)
Iziane Castro Marques,Iziane Castro Marques,List of sportswomen
J.A. Steel,J.A. Steel,List of Olympic medalists in athletics (women)
Jacinta Monroe,Jacinta Monroe,List of Olympic medalists in athletics (women)
Jacki Gemelos,Jacki Gemelos,List of Olympic medalists in athletics (women)
Jackie Gallagher-Smith,Jackie Gallagher-Smith,List of FIFA Women's World Cup goalscorers
Jackie Groenen,Jackie Groenen,List of Olympic medalists in athletics (women)
Jackie Joyner-Kersee,Jackie Joyner-Kersee,List of Olympic medalists in athletics (women)
Jackie Pung,Jackie Pung,List of FIFA Women's World Cup goalscorers
Jackie Stiles,Jackie Stiles,List of Olympic medalists in athletics (women)
Jackie Young (basketball),Jackie Young (basketball),List of Olympic medalists in athletics (women)
Jaclyn Johnson,Jaclyn Johnson,List of female golfers
Jacqueline Batteast,Jacqueline Batteast,List of female golfers
Jacqueline Mazéas,Jacqueline Mazéas,List of Olympic medalists in athletics (women)
Jacqueline Todten,Jacqueline Todten,List of Olympic medalists in athletics (women)
Jadwiga Wajs,Jadwiga Wajs,List of Olympic medalists in athletics (women)
Jae Kingi-Cross,Jae Kingi-Cross,List of Olympic medalists in athletics (women)
Jameka Jones,Jameka Jones,List of Olympic medalists in athletics (women)
Jamie Carey,Jamie Carey,List of Women's National Basketball Association players
Jamie Cassidy (basketball),Jamie Cassidy (basketball),List of sportswomen
Jamie Redd,Jamie Redd,List of Olympic medalists in athletics (women)
Jamie Weisner,Jamie Weisner,List of Olympic medalists in athletics (women)
Jamierra Faulkner,Jamierra Faulkner,List of sportswomen
Jamila Wideman,Jamila Wideman,List of Olympic medalists in athletics (women)
Jan Ferraris,Jan Ferraris,List of Olympic medalists in athletics (women)
Jan Stephenson,Jan Stephenson,List of Women's National Basketball Association players
Jana Novotná,Jana Novotná,List of FIFA Women's World Cup goalscorers
Jana Vesela,Jana Vesela,List of Olympic medalists in athletics (women)
Janai Haupapa,Janai Haupapa,List of female golfers
Janay DeLoach,Janay DeLoach,List of Olympic medalists in athletics (women)
Jane Bell,Jane Bell,List of Women's National Basketball Association players
Jane Blalock,Jane Blalock,List of Women's National Basketball Association players
Jane Crafter,Jane Crafter,List of female golfers
Jane Geddes,Jane Geddes,List of female kickboxers
Jane Park,Jane Park,List of female golfers
Jane Saville,Jane Saville,List of Women's National Basketball Association players
Jane Törnqvist,Jane Törnqvist,List of FIFA Women's World Cup goalscorers
Jane Weiller,Jane Weiller,List of Olympic medalists in athletics (women)
Janeene Vickers,Janeene Vickers,List of Olympic medalists in athletics (women)
Janeesa Jeffery,Janeesa Jeffery,List of Olympic medalists in athletics (women)
Janel McCarville,Janel McCarville,List of Olympic medalists in athletics (women)
Janell Burse,Janell Burse,List of Olympic medalists in athletics (women)
Janet Anderson (golfer),Janet Anderson (golfer),List of Olympic medalists in athletics (women)
Janet Coles,Janet Coles,List of Olympic medalists in athletics (women)
Janet Guthrie,Janet Guthrie,List of Olympic medalists in athletics (women)
Janet Moreau,Janet Moreau,List of Olympic medalists in athletics (women)
Janet Simpson,Janet Simpson,List of Olympic medalists in athletics (women)
Janeth Arcain,Janeth Arcain,List of female kickboxers
Janeth Jepkosgei,Janeth Jepkosgei,List of female golfers
Jang Jeong,Jang Jeong,List of Women's National Basketball Association players
Janice Lawrence Braxton,Janice Lawrence Braxton,Chronological list of women's Grand Slam tennis champions
Janice Moodie,Janice Moodie,Chronological list of women's Grand Slam tennis champions
Janina Karolchyk-Pravalinskaya,Janina Karolchyk-Pravalinskaya,Chronological list of women's Grand Slam tennis champions
Janni Johansen,Janni Johansen,List of Women's National Basketball Association players
Jannon Roland,Jannon Roland,Chronological list of women's Grand Slam tennis champions
Jantel Lavender,Jantel Lavender,List of Olympic medalists in athletics (women)
Jarmila Kratochvílová,Jarmila Kratochvílová,List of female golfers
Jarosława Jóźwiakowska,Jarosława Jóźwiakowska,List of Women's National Basketball Association players
Jasmina Perazic-Gipe,Jasmina Perazic-Gipe,List of female golfers
Jasmine Hassell,Jasmine Hassell,List of FIFA Women's World Cup goalscorers
Jasmine James,Jasmine James,List of sportswomen
Jasmine Lister,Jasmine Lister,List of Olympic medalists in athletics (women)
Jasmine Thomas (basketball),Jasmine Thomas (basketball),List of female golfers
Jasminka Cive,Jasminka Cive,List of Women's National Basketball Association players
Jayna Hefford,Jayna Hefford,List of Women's National Basketball Association players
Jayne Appel,Jayne Appel,List of Olympic medalists in athletics (women)
Jaynetta Saunders,Jaynetta Saunders,List of Olympic medalists in athletics (women)
Jazmon Gwathmey,Jazmon Gwathmey,List of Olympic medalists in athletics (women)
Jean Desforges,Jean Desforges,List of Women's National Basketball Association players
Jean Scrivens,Jean Scrivens,List of Olympic medalists in athletics (women)
Jean Shiley,Jean Shiley,List of Olympic medalists in athletics (women)
Jeanette Bolden,Jeanette Bolden,List of Olympic medalists in athletics (women)
